Id,Title,Acceptance,Difficulty,Frequency,Link
977,Squares of a Sorted Array,71.8%,Easy,42.5809,https://leetcode.com/problems/squares-of-a-sorted-array
978,Longest Turbulent Subarray,46.7%,Medium,11.604,https://leetcode.com/problems/longest-turbulent-subarray
979,Distribute Coins in Binary Tree,70.0%,Medium,20.1103,https://leetcode.com/problems/distribute-coins-in-binary-tree
980,Unique Paths III,77.1%,Hard,27.5347,https://leetcode.com/problems/unique-paths-iii
981,Time Based Key-Value Store,54.3%,Medium,86.8819,https://leetcode.com/problems/time-based-key-value-store
982,Triples with Bitwise AND Equal To Zero,56.4%,Hard,0.0,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero
983,Minimum Cost For Tickets,62.8%,Medium,41.5543,https://leetcode.com/problems/minimum-cost-for-tickets
984,String Without AAA or BBB,38.8%,Medium,7.60595,https://leetcode.com/problems/string-without-aaa-or-bbb
985,Sum of Even Numbers After Queries,60.6%,Easy,3.80154,https://leetcode.com/problems/sum-of-even-numbers-after-queries
986,Interval List Intersections,68.6%,Medium,59.7755,https://leetcode.com/problems/interval-list-intersections
987,Vertical Order Traversal of a Binary Tree,39.1%,Hard,65.7478,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree
988,Smallest String Starting From Leaf,46.9%,Medium,1.05345,https://leetcode.com/problems/smallest-string-starting-from-leaf
989,Add to Array-Form of Integer,44.9%,Easy,5.57941,https://leetcode.com/problems/add-to-array-form-of-integer
990,Satisfiability of Equality Equations,47.2%,Medium,0.0,https://leetcode.com/problems/satisfiability-of-equality-equations
991,Broken Calculator,49.7%,Medium,15.7147,https://leetcode.com/problems/broken-calculator
992,Subarrays with K Different Integers,50.9%,Hard,32.4007,https://leetcode.com/problems/subarrays-with-k-different-integers
993,Cousins in Binary Tree,52.3%,Easy,25.2898,https://leetcode.com/problems/cousins-in-binary-tree
994,Rotting Oranges,49.7%,Medium,69.2518,https://leetcode.com/problems/rotting-oranges
995,Minimum Number of K Consecutive Bit Flips,50.2%,Hard,9.38939,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips
996,Number of Squareful Arrays,48.6%,Hard,12.718,https://leetcode.com/problems/number-of-squareful-arrays
997,Find the Town Judge,49.8%,Easy,18.7015,https://leetcode.com/problems/find-the-town-judge
998,Maximum Binary Tree II,64.2%,Medium,4.77679,https://leetcode.com/problems/maximum-binary-tree-ii
999,Available Captures for Rook,67.7%,Easy,3.69438,https://leetcode.com/problems/available-captures-for-rook
1000,Minimum Cost to Merge Stones,40.6%,Hard,27.7435,https://leetcode.com/problems/minimum-cost-to-merge-stones
1001,Grid Illumination,36.0%,Hard,31.2017,https://leetcode.com/problems/grid-illumination
1002,Find Common Characters,68.6%,Easy,30.1972,https://leetcode.com/problems/find-common-characters
1003,Check If Word Is Valid After Substitutions,56.7%,Medium,2.92642,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions
1004,Max Consecutive Ones III,60.9%,Medium,33.1245,https://leetcode.com/problems/max-consecutive-ones-iii
1005,Maximize Sum Of Array After K Negations,52.3%,Easy,5.11823,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations
1006,Clumsy Factorial,53.7%,Medium,2.07575,https://leetcode.com/problems/clumsy-factorial
1007,Minimum Domino Rotations For Equal Row,50.9%,Medium,2.7176,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row
1008,Construct Binary Search Tree from Preorder Traversal,78.8%,Medium,15.6437,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal
1009,Complement of Base 10 Integer,61.5%,Easy,0.0,https://leetcode.com/problems/complement-of-base-10-integer
1010,Pairs of Songs With Total Durations Divisible by 60,50.8%,Medium,83.462,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60
1011,Capacity To Ship Packages Within D Days,60.0%,Medium,39.9351,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days
1012,Numbers With Repeated Digits,37.9%,Hard,24.832,https://leetcode.com/problems/numbers-with-repeated-digits
1013,Partition Array Into Three Parts With Equal Sum,47.9%,Easy,7.81769,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum
1014,Best Sightseeing Pair,53.0%,Medium,4.55275,https://leetcode.com/problems/best-sightseeing-pair
1015,Smallest Integer Divisible by K,41.9%,Medium,0.0,https://leetcode.com/problems/smallest-integer-divisible-by-k
1016,Binary String With Substrings Representing 1 To N,58.6%,Medium,4.09074,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n
1017,Convert to Base -2,59.3%,Medium,19.6306,https://leetcode.com/problems/convert-to-base-2
1018,Binary Prefix Divisible By 5,47.7%,Easy,5.42572,https://leetcode.com/problems/binary-prefix-divisible-by-5
1019,Next Greater Node In Linked List,58.3%,Medium,17.5971,https://leetcode.com/problems/next-greater-node-in-linked-list
1020,Number of Enclaves,59.3%,Medium,3.42274,https://leetcode.com/problems/number-of-enclaves
1021,Remove Outermost Parentheses,79.2%,Easy,11.5166,https://leetcode.com/problems/remove-outermost-parentheses
1022,Sum of Root To Leaf Binary Numbers,71.7%,Easy,3.02489,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers
1023,Camelcase Matching,57.7%,Medium,4.05196,https://leetcode.com/problems/camelcase-matching
1024,Video Stitching,48.9%,Medium,14.7678,https://leetcode.com/problems/video-stitching
1025,Divisor Game,66.1%,Easy,45.6096,https://leetcode.com/problems/divisor-game
1026,Maximum Difference Between Node and Ancestor,69.8%,Medium,21.5855,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor
1027,Longest Arithmetic Subsequence,49.7%,Medium,35.3785,https://leetcode.com/problems/longest-arithmetic-subsequence
1028,Recover a Tree From Preorder Traversal,71.1%,Hard,12.2129,https://leetcode.com/problems/recover-a-tree-from-preorder-traversal
1029,Two City Scheduling,58.3%,Medium,54.0238,https://leetcode.com/problems/two-city-scheduling
1030,Matrix Cells in Distance Order,68.3%,Easy,0.725791,https://leetcode.com/problems/matrix-cells-in-distance-order
1031,Maximum Sum of Two Non-Overlapping Subarrays,58.8%,Medium,31.481,https://leetcode.com/problems/maximum-sum-of-two-non-overlapping-subarrays
1032,Stream of Characters,48.6%,Hard,15.7891,https://leetcode.com/problems/stream-of-characters
1033,Moving Stones Until Consecutive,43.4%,Easy,0.0,https://leetcode.com/problems/moving-stones-until-consecutive
1034,Coloring A Border,45.8%,Medium,0.0,https://leetcode.com/problems/coloring-a-border
1035,Uncrossed Lines,56.2%,Medium,5.11823,https://leetcode.com/problems/uncrossed-lines
1036,Escape a Large Maze,34.3%,Hard,26.9551,https://leetcode.com/problems/escape-a-large-maze
1037,Valid Boomerang,37.5%,Easy,0.0,https://leetcode.com/problems/valid-boomerang
1038,Binary Search Tree to Greater Sum Tree,82.7%,Medium,11.1838,https://leetcode.com/problems/binary-search-tree-to-greater-sum-tree
1039,Minimum Score Triangulation of Polygon,50.5%,Medium,4.42083,https://leetcode.com/problems/minimum-score-triangulation-of-polygon
1040,Moving Stones Until Consecutive II,54.3%,Medium,0.0,https://leetcode.com/problems/moving-stones-until-consecutive-ii
1041,Robot Bounded In Circle,55.1%,Medium,99.1623,https://leetcode.com/problems/robot-bounded-in-circle
1042,Flower Planting With No Adjacent,48.8%,Medium,9.60786,https://leetcode.com/problems/flower-planting-with-no-adjacent
1043,Partition Array for Maximum Sum,67.6%,Medium,31.1011,https://leetcode.com/problems/partition-array-for-maximum-sum
1044,Longest Duplicate Substring,31.3%,Hard,13.2367,https://leetcode.com/problems/longest-duplicate-substring
1045,Customers Who Bought All Products,68.3%,Medium,0.0,https://leetcode.com/problems/customers-who-bought-all-products
1046,Last Stone Weight,62.4%,Easy,18.5519,https://leetcode.com/problems/last-stone-weight
1047,Remove All Adjacent Duplicates In String,71.5%,Easy,40.6712,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string
1048,Longest String Chain,55.7%,Medium,64.1737,https://leetcode.com/problems/longest-string-chain
1049,Last Stone Weight II,46.1%,Medium,20.1638,https://leetcode.com/problems/last-stone-weight-ii
1050,Actors and Directors Who Cooperated At Least Three Times,72.4%,Easy,2.1289,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times
1051,Height Checker,72.4%,Easy,15.9421,https://leetcode.com/problems/height-checker
1052,Grumpy Bookstore Owner,56.0%,Medium,16.2652,https://leetcode.com/problems/grumpy-bookstore-owner
1053,Previous Permutation With One Swap,51.3%,Medium,8.38953,https://leetcode.com/problems/previous-permutation-with-one-swap
1054,Distant Barcodes,44.3%,Medium,7.48536,https://leetcode.com/problems/distant-barcodes
1055,Shortest Way to Form String,57.3%,Medium,0.0,https://leetcode.com/problems/shortest-way-to-form-string
1056,Confusing Number,47.0%,Easy,0.0,https://leetcode.com/problems/confusing-number
1057,Campus Bikes,58.0%,Medium,31.0942,https://leetcode.com/problems/campus-bikes
1058,Minimize Rounding Error to Meet Target,44.1%,Medium,15.904,https://leetcode.com/problems/minimize-rounding-error-to-meet-target
1059,All Paths from Source Lead to Destination,43.0%,Medium,6.20781,https://leetcode.com/problems/all-paths-from-source-lead-to-destination
1060,Missing Element in Sorted Array,54.9%,Medium,26.1763,https://leetcode.com/problems/missing-element-in-sorted-array
1061,Lexicographically Smallest Equivalent String,66.9%,Medium,7.56027,https://leetcode.com/problems/lexicographically-smallest-equivalent-string
1062,Longest Repeating Substring,58.5%,Medium,3.81681,https://leetcode.com/problems/longest-repeating-substring
1063,Number of Valid Subarrays,72.0%,Hard,10.7591,https://leetcode.com/problems/number-of-valid-subarrays
1064,Fixed Point,64.6%,Easy,0.0,https://leetcode.com/problems/fixed-point
1065,Index Pairs of a String,61.0%,Easy,0.0,https://leetcode.com/problems/index-pairs-of-a-string
1066,Campus Bikes II,54.3%,Medium,3.98399,https://leetcode.com/problems/campus-bikes-ii
1067,Digit Count in Range,41.8%,Hard,0.0,https://leetcode.com/problems/digit-count-in-range
1068,Product Sales Analysis I,82.0%,Easy,0.0,https://leetcode.com/problems/product-sales-analysis-i
1069,Product Sales Analysis II,83.1%,Easy,0.0,https://leetcode.com/problems/product-sales-analysis-ii
1070,Product Sales Analysis III,50.0%,Medium,0.0,https://leetcode.com/problems/product-sales-analysis-iii
1071,Greatest Common Divisor of Strings,51.8%,Easy,29.108,https://leetcode.com/problems/greatest-common-divisor-of-strings
1072,Flip Columns For Maximum Number of Equal Rows,61.7%,Medium,4.70573,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows
1073,Adding Two Negabinary Numbers,34.8%,Medium,17.5297,https://leetcode.com/problems/adding-two-negabinary-numbers
1074,Number of Submatrices That Sum to Target,64.9%,Hard,4.03941,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target
1075,Project Employees I,66.3%,Easy,0.0,https://leetcode.com/problems/project-employees-i
1076,Project Employees II,52.8%,Easy,0.977719,https://leetcode.com/problems/project-employees-ii
1077,Project Employees III,78.2%,Medium,1.22099,https://leetcode.com/problems/project-employees-iii
1078,Occurrences After Bigram,65.0%,Easy,0.0,https://leetcode.com/problems/occurrences-after-bigram
1079,Letter Tile Possibilities,76.0%,Medium,4.37843,https://leetcode.com/problems/letter-tile-possibilities
1080,Insufficient Nodes in Root to Leaf Paths,50.1%,Medium,0.0,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths
1081,Smallest Subsequence of Distinct Characters,53.6%,Medium,22.9164,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters
1082,Sales Analysis I,74.1%,Easy,0.0,https://leetcode.com/problems/sales-analysis-i
1083,Sales Analysis II,50.9%,Easy,1.07365,https://leetcode.com/problems/sales-analysis-ii
1084,Sales Analysis III,54.6%,Easy,0.0,https://leetcode.com/problems/sales-analysis-iii
1085,Sum of Digits in the Minimum Number,75.2%,Easy,0.0,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number
1086,High Five,77.2%,Easy,44.7919,https://leetcode.com/problems/high-five
1087,Brace Expansion,63.3%,Medium,8.68233,https://leetcode.com/problems/brace-expansion
1088,Confusing Number II,45.7%,Hard,17.6673,https://leetcode.com/problems/confusing-number-ii
1089,Duplicate Zeros,51.5%,Easy,9.5213,https://leetcode.com/problems/duplicate-zeros
1090,Largest Values From Labels,60.1%,Medium,1.84979,https://leetcode.com/problems/largest-values-from-labels
1091,Shortest Path in Binary Matrix,40.2%,Medium,53.9041,https://leetcode.com/problems/shortest-path-in-binary-matrix
1092,Shortest Common Supersequence,53.3%,Hard,14.5407,https://leetcode.com/problems/shortest-common-supersequence
1093,Statistics from a Large Sample,48.6%,Medium,4.09662,https://leetcode.com/problems/statistics-from-a-large-sample
1094,Car Pooling,59.7%,Medium,7.8623,https://leetcode.com/problems/car-pooling
1095,Find in Mountain Array,36.1%,Hard,31.832,https://leetcode.com/problems/find-in-mountain-array
1096,Brace Expansion II,62.7%,Hard,5.59381,https://leetcode.com/problems/brace-expansion-ii
1097,Game Play Analysis V,57.0%,Hard,2.52131,https://leetcode.com/problems/game-play-analysis-v
1098,Unpopular Books,45.5%,Medium,0.0,https://leetcode.com/problems/unpopular-books
1099,Two Sum Less Than K,60.8%,Easy,3.06585,https://leetcode.com/problems/two-sum-less-than-k
1100,Find K-Length Substrings With No Repeated Characters,73.1%,Medium,0.0,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters
1101,The Earliest Moment When Everyone Become Friends,67.8%,Medium,3.55947,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends
1102,Path With Maximum Minimum Value,51.0%,Medium,15.6381,https://leetcode.com/problems/path-with-maximum-minimum-value
1103,Distribute Candies to People,63.4%,Easy,2.93043,https://leetcode.com/problems/distribute-candies-to-people
1104,Path In Zigzag Labelled Binary Tree,73.4%,Medium,7.02613,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree
1105,Filling Bookcase Shelves,57.5%,Medium,13.405,https://leetcode.com/problems/filling-bookcase-shelves
1106,Parsing A Boolean Expression,59.5%,Hard,22.6802,https://leetcode.com/problems/parsing-a-boolean-expression
1107,New Users Daily Count,46.1%,Medium,0.0,https://leetcode.com/problems/new-users-daily-count
1108,Defanging an IP Address,88.4%,Easy,26.3756,https://leetcode.com/problems/defanging-an-ip-address
1109,Corporate Flight Bookings,54.3%,Medium,5.70322,https://leetcode.com/problems/corporate-flight-bookings
1110,Delete Nodes And Return Forest,67.9%,Medium,25.0252,https://leetcode.com/problems/delete-nodes-and-return-forest
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,72.8%,Medium,29.5267,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings
1112,Highest Grade For Each Student,72.4%,Medium,2.74615,https://leetcode.com/problems/highest-grade-for-each-student
1113,Reported Posts,66.0%,Easy,1.13781,https://leetcode.com/problems/reported-posts
1114,Print in Order,67.3%,Easy,15.4413,https://leetcode.com/problems/print-in-order
1115,Print FooBar Alternately,58.9%,Medium,3.66588,https://leetcode.com/problems/print-foobar-alternately
1116,Print Zero Even Odd,57.8%,Medium,17.6787,https://leetcode.com/problems/print-zero-even-odd
1117,Building H2O,53.0%,Medium,28.8398,https://leetcode.com/problems/building-h2o
1118,Number of Days in a Month,57.3%,Easy,0.0,https://leetcode.com/problems/number-of-days-in-a-month
1119,Remove Vowels from a String,90.6%,Easy,8.9654,https://leetcode.com/problems/remove-vowels-from-a-string
1120,Maximum Average Subtree,64.1%,Medium,29.3949,https://leetcode.com/problems/maximum-average-subtree
1121,Divide Array Into Increasing Sequences,58.4%,Hard,0.0,https://leetcode.com/problems/divide-array-into-increasing-sequences
1122,Relative Sort Array,68.1%,Easy,11.6218,https://leetcode.com/problems/relative-sort-array
1123,Lowest Common Ancestor of Deepest Leaves,68.1%,Medium,8.92453,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves
1124,Longest Well-Performing Interval,33.3%,Medium,10.7889,https://leetcode.com/problems/longest-well-performing-interval
1125,Smallest Sufficient Team,47.1%,Hard,4.11437,https://leetcode.com/problems/smallest-sufficient-team
1126,Active Businesses,68.5%,Medium,3.25601,https://leetcode.com/problems/active-businesses
1127,User Purchase Platform,50.8%,Hard,0.0,https://leetcode.com/problems/user-purchase-platform
1128,Number of Equivalent Domino Pairs,46.3%,Easy,3.87519,https://leetcode.com/problems/number-of-equivalent-domino-pairs
1129,Shortest Path with Alternating Colors,40.5%,Medium,5.05011,https://leetcode.com/problems/shortest-path-with-alternating-colors
1130,Minimum Cost Tree From Leaf Values,67.3%,Medium,42.6325,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values
1131,Maximum of Absolute Value Expression,51.4%,Medium,13.3852,https://leetcode.com/problems/maximum-of-absolute-value-expression
1132,Reported Posts II,34.6%,Medium,1.52155,https://leetcode.com/problems/reported-posts-ii
1133,Largest Unique Number,67.4%,Easy,0.0,https://leetcode.com/problems/largest-unique-number
1134,Armstrong Number,77.9%,Easy,0.0,https://leetcode.com/problems/armstrong-number
1135,Connecting Cities With Minimum Cost,59.8%,Medium,24.546,https://leetcode.com/problems/connecting-cities-with-minimum-cost
1136,Parallel Courses,61.1%,Medium,1.82356,https://leetcode.com/problems/parallel-courses
1137,N-th Tribonacci Number,55.8%,Easy,6.10101,https://leetcode.com/problems/n-th-tribonacci-number
1138,Alphabet Board Path,51.4%,Medium,18.4372,https://leetcode.com/problems/alphabet-board-path
1139,Largest 1-Bordered Square,48.6%,Medium,7.91976,https://leetcode.com/problems/largest-1-bordered-square
1140,Stone Game II,64.6%,Medium,20.3708,https://leetcode.com/problems/stone-game-ii
1141,User Activity for the Past 30 Days I,54.5%,Easy,2.3104,https://leetcode.com/problems/user-activity-for-the-past-30-days-i
1142,User Activity for the Past 30 Days II,35.4%,Easy,2.87144,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii
1143,Longest Common Subsequence,58.7%,Medium,26.7546,https://leetcode.com/problems/longest-common-subsequence
1144,Decrease Elements To Make Array Zigzag,46.3%,Medium,26.4134,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag
1145,Binary Tree Coloring Game,51.2%,Medium,6.69057,https://leetcode.com/problems/binary-tree-coloring-game
1146,Snapshot Array,36.9%,Medium,46.8338,https://leetcode.com/problems/snapshot-array
1147,Longest Chunked Palindrome Decomposition,59.6%,Hard,0.0,https://leetcode.com/problems/longest-chunked-palindrome-decomposition
1148,Article Views I,77.1%,Easy,0.0,https://leetcode.com/problems/article-views-i
1149,Article Views II,48.3%,Medium,0.0,https://leetcode.com/problems/article-views-ii
1150,Check If a Number Is Majority Element in a Sorted Array,57.2%,Easy,6.97739,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array
1151,Minimum Swaps to Group All 1's Together,58.7%,Medium,9.86066,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together
1152,Analyze User Website Visit Pattern,43.1%,Medium,70.7099,https://leetcode.com/problems/analyze-user-website-visit-pattern
1153,String Transforms Into Another String,35.8%,Hard,47.4884,https://leetcode.com/problems/string-transforms-into-another-string
1154,Day of the Year,49.1%,Easy,3.67573,https://leetcode.com/problems/day-of-the-year
1155,Number of Dice Rolls With Target Sum,47.6%,Medium,25.3469,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum
1156,Swap For Longest Repeated Character Substring,47.0%,Medium,10.2775,https://leetcode.com/problems/swap-for-longest-repeated-character-substring
1157,Online Majority Element In Subarray,41.0%,Hard,1.98069,https://leetcode.com/problems/online-majority-element-in-subarray
1158,Market Analysis I,64.2%,Medium,0.0,https://leetcode.com/problems/market-analysis-i
1159,Market Analysis II,56.7%,Hard,2.8628,https://leetcode.com/problems/market-analysis-ii
1160,Find Words That Can Be Formed by Characters,67.9%,Easy,18.1818,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters
1161,Maximum Level Sum of a Binary Tree,68.6%,Medium,15.6545,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree
1162,As Far from Land as Possible,45.7%,Medium,7.75346,https://leetcode.com/problems/as-far-from-land-as-possible
1163,Last Substring in Lexicographical Order,36.2%,Hard,46.9646,https://leetcode.com/problems/last-substring-in-lexicographical-order
1164,Product Price at a Given Date,68.9%,Medium,8.33185,https://leetcode.com/problems/product-price-at-a-given-date
1165,Single-Row Keyboard,85.4%,Easy,0.0,https://leetcode.com/problems/single-row-keyboard
1166,Design File System,58.6%,Medium,29.1031,https://leetcode.com/problems/design-file-system
1167,Minimum Cost to Connect Sticks,64.6%,Medium,35.6715,https://leetcode.com/problems/minimum-cost-to-connect-sticks
1168,Optimize Water Distribution in a Village,61.3%,Hard,2.64763,https://leetcode.com/problems/optimize-water-distribution-in-a-village
1169,Invalid Transactions,30.8%,Medium,41.6951,https://leetcode.com/problems/invalid-transactions
1170,Compare Strings by Frequency of the Smallest Character,60.4%,Medium,5.46355,https://leetcode.com/problems/compare-strings-by-frequency-of-the-smallest-character
1171,Remove Zero Sum Consecutive Nodes from Linked List,41.6%,Medium,21.4675,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list
1172,Dinner Plate Stacks,37.5%,Hard,0.0,https://leetcode.com/problems/dinner-plate-stacks
1173,Immediate Food Delivery I,82.8%,Easy,2.01092,https://leetcode.com/problems/immediate-food-delivery-i
1174,Immediate Food Delivery II,62.3%,Medium,1.49057,https://leetcode.com/problems/immediate-food-delivery-ii
1175,Prime Arrangements,51.8%,Easy,0.0,https://leetcode.com/problems/prime-arrangements
1176,Diet Plan Performance,53.8%,Easy,0.0,https://leetcode.com/problems/diet-plan-performance
1177,Can Make Palindrome from Substring,36.0%,Medium,33.3278,https://leetcode.com/problems/can-make-palindrome-from-substring
1178,Number of Valid Words for Each Puzzle,39.8%,Hard,52.303,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle
1179,Reformat Department Table,82.1%,Easy,16.9751,https://leetcode.com/problems/reformat-department-table
1180,Count Substrings with Only One Distinct Letter,78.0%,Easy,20.5274,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter
1181,Before and After Puzzle,44.6%,Medium,0.0,https://leetcode.com/problems/before-and-after-puzzle
1182,Shortest Distance to Target Color,53.7%,Medium,0.0,https://leetcode.com/problems/shortest-distance-to-target-color
1183,Maximum Number of Ones,58.0%,Hard,0.0,https://leetcode.com/problems/maximum-number-of-ones
1184,Distance Between Bus Stops,53.8%,Easy,4.23831,https://leetcode.com/problems/distance-between-bus-stops
1185,Day of the Week,61.0%,Easy,10.0481,https://leetcode.com/problems/day-of-the-week
1186,Maximum Subarray Sum with One Deletion,39.1%,Medium,16.8144,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion
1187,Make Array Strictly Increasing,42.3%,Hard,11.0123,https://leetcode.com/problems/make-array-strictly-increasing
1188,Design Bounded Blocking Queue,73.1%,Medium,48.1538,https://leetcode.com/problems/design-bounded-blocking-queue
1189,Maximum Number of Balloons,62.2%,Easy,25.339,https://leetcode.com/problems/maximum-number-of-balloons
1190,Reverse Substrings Between Each Pair of Parentheses,64.3%,Medium,20.6376,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
1191,K-Concatenation Maximum Sum,24.9%,Medium,3.49547,https://leetcode.com/problems/k-concatenation-maximum-sum
1192,Critical Connections in a Network,51.4%,Hard,40.7411,https://leetcode.com/problems/critical-connections-in-a-network
1193,Monthly Transactions I,69.0%,Medium,1.794,https://leetcode.com/problems/monthly-transactions-i
1194,Tournament Winners,52.5%,Hard,0.0,https://leetcode.com/problems/tournament-winners
1195,Fizz Buzz Multithreaded,70.9%,Medium,36.9966,https://leetcode.com/problems/fizz-buzz-multithreaded
1196,How Many Apples Can You Put into the Basket,68.3%,Easy,9.70159,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket
1197,Minimum Knight Moves,37.6%,Medium,79.8278,https://leetcode.com/problems/minimum-knight-moves
1198,Find Smallest Common Element in All Rows,76.2%,Medium,1.25149,https://leetcode.com/problems/find-smallest-common-element-in-all-rows
1199,Minimum Time to Build Blocks,38.9%,Hard,0.0,https://leetcode.com/problems/minimum-time-to-build-blocks
1200,Minimum Absolute Difference,67.1%,Easy,25.6102,https://leetcode.com/problems/minimum-absolute-difference
1201,Ugly Number III,26.5%,Medium,12.3569,https://leetcode.com/problems/ugly-number-iii
1202,Smallest String With Swaps,49.1%,Medium,4.90857,https://leetcode.com/problems/smallest-string-with-swaps
1203,Sort Items by Groups Respecting Dependencies,48.4%,Hard,8.80796,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies
1204,Last Person to Fit in the Elevator,72.3%,Medium,8.35647,https://leetcode.com/problems/last-person-to-fit-in-the-elevator
1205,Monthly Transactions II,45.7%,Medium,2.36463,https://leetcode.com/problems/monthly-transactions-ii
1206,Design Skiplist,59.0%,Hard,19.1722,https://leetcode.com/problems/design-skiplist
1207,Unique Number of Occurrences,72.0%,Easy,7.04975,https://leetcode.com/problems/unique-number-of-occurrences
1208,Get Equal Substrings Within Budget,44.3%,Medium,2.07123,https://leetcode.com/problems/get-equal-substrings-within-budget
1209,Remove All Adjacent Duplicates in String II,57.8%,Medium,44.2859,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii
1210,Minimum Moves to Reach Target with Rotations,46.6%,Hard,9.09161,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations
1211,Queries Quality and Percentage,70.3%,Easy,1.50471,https://leetcode.com/problems/queries-quality-and-percentage
1212,Team Scores in Football Tournament,56.7%,Medium,9.95889,https://leetcode.com/problems/team-scores-in-football-tournament
1213,Intersection of Three Sorted Arrays,79.5%,Easy,7.233,https://leetcode.com/problems/intersection-of-three-sorted-arrays
1214,Two Sum BSTs,67.6%,Medium,5.76393,https://leetcode.com/problems/two-sum-bsts
1215,Stepping Numbers,43.6%,Medium,22.0371,https://leetcode.com/problems/stepping-numbers
1216,Valid Palindrome III,50.1%,Hard,11.9179,https://leetcode.com/problems/valid-palindrome-iii
1217,Minimum Cost to Move Chips to The Same Position,70.9%,Easy,13.9673,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position
1218,Longest Arithmetic Subsequence of Given Difference,46.9%,Medium,8.21025,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference
1219,Path with Maximum Gold,66.0%,Medium,27.5399,https://leetcode.com/problems/path-with-maximum-gold
1220,Count Vowels Permutation,54.1%,Hard,55.0829,https://leetcode.com/problems/count-vowels-permutation
1221,Split a String in Balanced Strings,84.3%,Easy,14.5835,https://leetcode.com/problems/split-a-string-in-balanced-strings
1222,Queens That Can Attack the King,69.5%,Medium,1.69798,https://leetcode.com/problems/queens-that-can-attack-the-king
1223,Dice Roll Simulation,46.7%,Hard,6.96003,https://leetcode.com/problems/dice-roll-simulation
1224,Maximum Equal Frequency,35.7%,Hard,0.0,https://leetcode.com/problems/maximum-equal-frequency
1225,Report Contiguous Dates,63.2%,Hard,5.35171,https://leetcode.com/problems/report-contiguous-dates
1226,The Dining Philosophers,60.1%,Medium,24.3619,https://leetcode.com/problems/the-dining-philosophers
1227,Airplane Seat Assignment Probability,62.3%,Medium,8.53133,https://leetcode.com/problems/airplane-seat-assignment-probability
1228,Missing Number In Arithmetic Progression,51.5%,Easy,1.15367,https://leetcode.com/problems/missing-number-in-arithmetic-progression
1229,Meeting Scheduler,54.4%,Medium,48.7342,https://leetcode.com/problems/meeting-scheduler
1230,Toss Strange Coins,50.5%,Medium,9.18035,https://leetcode.com/problems/toss-strange-coins
1231,Divide Chocolate,53.7%,Hard,4.89731,https://leetcode.com/problems/divide-chocolate
1232,Check If It Is a Straight Line,43.2%,Easy,2.91099,https://leetcode.com/problems/check-if-it-is-a-straight-line
1233,Remove Sub-Folders from the Filesystem,62.6%,Medium,15.6513,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem
